ID_Entrega;Numero_CTe;ID_Cliente;ID_CD;ID_Destino;ID_Transportadora;ID_Veiculo;ID_Motorista;ID_Status;ID_Ocorrencia;Data_Coleta;Data_Prevista_Entrega;Data_Entrega_Real;Qtd_Volumes;Qtd_Volumes_Entregues;Peso_KG;Cubagem_M3;Distancia_KM;Valor_Mercadoria;Valor_Frete;Custo_Frete
ENT002839;35561288750;CLI008;CD06;DST038;TRP05;VEI067;MOT047;ST2;OC01;2025-05-02;2025-05-07;2025-05-06;390;390;13007.5;90.11;227.6;864384.41;3029.01;2384.41
ENT002840;35315766335;CLI018;CD01;DST033;TRP01;VEI005;MOT057;ST1;OC00;2025-05-02;2025-05-09;2025-05-09;2745;2745;24331.8;171.19;2109.6;1394463.42;15924.05;13437.26
ENT002841;35555253362;CLI022;CD01;DST026;TRP02;VEI034;MOT053;ST1;OC00;2025-05-02;2025-05-11;2025-05-09;34;34;1865.7;9.31;2624.5;111677.62;5710.23;4893.51
ENT002842;35937294609;CLI009;CD02;DST012;TRP01;VEI023;MOT024;ST1;OC00;2025-05-02;2025-05-06;2025-05-04;71;71;1054.7;3.74;515.8;61264.7;969.09;924.28
ENT002843;35753126874;CLI030;CD05;DST031;TRP04;VEI040;MOT037;ST1;OC00;2025-05-02;2025-05-08;2025-05-06;1265;1265;28746.7;93.25;143.4;1449198.01;5599.9;4293.15
ENT002844;35121607977;CLI012;CD03;DST009;TRP02;VEI053;MOT003;ST1;OC11;2025-05-02;2025-05-07;2025-05-06;163;163;1800.5;13.65;447.5;177437.02;1470.3;1338.44
ENT002845;35103546913;CLI016;CD01;DST006;TRP04;VEI035;MOT035;ST1;OC00;2025-05-02;2025-05-08;2025-05-08;18;18;941.9;3.56;174.6;14002.17;412.93;392.09
ENT002846;35504749340;CLI008;CD02;DST005;TRP01;VEI005;MOT026;ST1;OC00;2025-05-02;2025-05-06;2025-05-06;2595;2595;23405.7;156.69;489.7;1638999.99;7827.06;6482.26
ENT002847;35125019161;CLI009;CD04;DST017;TRP05;VEI066;MOT037;ST1;OC00;2025-05-02;2025-05-07;2025-05-07;552;552;28111.1;154.27;463.6;1904066.99;5752.1;4245.24
ENT002848;35308380393;CLI003;CD04;DST020;TRP03;VEI024;MOT021;ST1;OC00;2025-05-02;2025-05-08;2025-05-06;309;309;12762.4;93.74;969.6;576607.53;4411.92;3888.39
ENT002849;35624357573;CLI025;CD05;DST034;TRP05;VEI067;MOT026;ST1;OC00;2025-05-02;2025-05-09;2025-05-07;824;824;18775.1;76.27;1537.1;1406651.77;7987.49;7099.97
ENT002850;35793563667;CLI025;CD03;DST006;TRP05;VEI002;MOT036;ST1;OC00;2025-05-02;2025-05-08;2025-05-08;134;134;1366.4;9.22;678.3;74388.4;1299.99;1139.06
ENT002851;35269294638;CLI013;CD02;DST012;TRP05;VEI060;MOT021;ST1;OC09;2025-05-02;2025-05-07;2025-05-08;156;156;4158.8;27.36;515.8;90367.27;1985.63;1697.96
ENT002852;35425027465;CLI019;CD02;DST005;TRP02;VEI055;MOT036;ST1;OC00;2025-05-02;2025-05-07;2025-05-05;687;687;17055.1;83.89;489.7;1465277.57;5002.13;3567.21
ENT002853;35519438171;CLI023;CD02;DST004;TRP08;VEI047;MOT014;ST1;OC09;2025-05-02;2025-05-05;2025-05-07;12;12;398.4;1.79;111.5;17795.4;347.1;305.52
ENT002854;35621001541;CLI014;CD01;DST003;TRP01;VEI057;MOT058;ST1;OC00;2025-05-02;2025-05-06;2025-05-04;1228;1228;24985.5;82.22;309.5;596459.3;4492.6;4498.73
ENT002855;35774895842;CLI023;CD06;DST036;TRP02;VEI021;MOT009;ST1;OC00;2025-05-02;2025-05-07;2025-05-07;275;275;12822.5;88.62;18.0;922895.63;1713.6;1204.36
ENT002856;35307864983;CLI014;CD01;DST008;TRP01;VEI023;MOT003;ST1;OC00;2025-05-02;2025-05-06;2025-05-06;29;29;631.9;2.76;421.6;22478.71;684.3;683.8
ENT002857;35450196141;CLI022;CD01;DST032;TRP02;VEI074;MOT045;ST1;OC00;2025-05-02;2025-05-10;2025-05-10;2208;2208;33785.3;120.65;2367.1;314094.63;16721.92;14776.0
ENT002858;35657749167;CLI004;CD02;DST019;TRP05;VEI039;MOT053;ST1;OC05;2025-05-02;2025-05-08;2025-05-10;182;182;3435.8;11.3;992.8;258509.08;3373.3;2716.4
ENT002859;35432401321;CLI011;CD02;DST001;TRP02;VEI014;MOT043;ST1;OC00;2025-05-02;2025-05-07;2025-05-07;70;70;1046.7;3.31;42.1;60933.0;372.56;290.64
ENT002860;35901730701;CLI028;CD04;DST021;TRP02;VEI009;MOT007;ST1;OC00;2025-05-02;2025-05-07;2025-05-06;420;420;21360.9;154.71;305.6;2054035.78;4259.15;3226.59
ENT002861;35116678311;CLI025;CD01;DST034;TRP05;VEI002;MOT044;ST1;OC00;2025-05-02;2025-05-11;2025-05-10;53;53;1287.5;5.91;2906.3;88167.82;4472.81;3631.67
ENT002862;35209887826;CLI022;CD05;DST031;TRP05;VEI076;MOT041;ST1;OC00;2025-05-02;2025-05-07;2025-05-07;178;178;10407.8;32.6;143.4;218032.42;1499.76;1256.81
ENT002863;35927586352;CLI016;CD06;DST040;TRP03;VEI083;MOT060;ST1;OC00;2025-05-03;2025-05-09;2025-05-08;365;365;7574.5;27.87;946.8;340270.82;4648.11;3689.41
ENT002864;35913914141;CLI014;CD05;DST026;TRP08;VEI054;MOT046;ST1;OC00;2025-05-03;2025-05-06;2025-05-06;38;38;1618.9;6.84;21.5;100879.69;326.03;276.1
ENT002865;35562346161;CLI012;CD01;DST001;TRP01;VEI057;MOT029;ST6;OC10;2025-05-03;2025-05-07;;1472;0;22021.2;99.49;107.1;189542.42;3972.1;3842.13
ENT002866;35693581611;CLI024;CD05;DST033;TRP02;VEI009;MOT039;ST1;OC00;2025-05-03;2025-05-08;2025-05-07;510;501;16934.8;55.49;496.2;1142945.6;4572.98;3891.69
ENT002867;35979405780;CLI017;CD02;DST012;TRP03;VEI024;MOT045;ST1;OC00;2025-05-03;2025-05-08;2025-05-08;364;364;6761.9;35.16;515.8;506666.0;3203.66;2482.79
ENT002868;35654084152;CLI007;CD05;DST027;TRP02;VEI001;MOT014;ST1;OC00;2025-05-03;2025-05-08;2025-05-08;110;110;5232.4;39.82;137.6;394424.64;1181.38;870.71
ENT002869;35872662112;CLI029;CD03;DST014;TRP02;VEI021;MOT055;ST1;OC11;2025-05-03;2025-05-08;2025-05-07;470;470;6869.0;25.86;502.9;207944.82;4084.68;2895.54
ENT002870;35125438137;CLI010;CD04;DST020;TRP03;VEI033;MOT045;ST1;OC00;2025-05-03;2025-05-09;2025-05-08;199;199;3000.0;12.05;969.6;105101.55;2982.21;2515.12
ENT002871;35452880476;CLI023;CD03;DST010;TRP02;VEI053;MOT050;ST1;OC00;2025-05-03;2025-05-08;2025-05-08;22;22;995.6;3.51;18.0;43536.59;245.13;203.74
ENT002872;35733580992;CLI010;CD01;DST026;TRP05;VEI039;MOT050;ST1;OC02;2025-05-03;2025-05-12;2025-05-12;159;159;4137.0;25.12;2624.5;149788.33;8238.61;6251.51
ENT002873;35290874034;CLI022;CD03;DST003;TRP01;VEI005;MOT047;ST1;OC00;2025-05-03;2025-05-07;2025-05-06;441;441;26142.3;105.8;531.1;380348.53;5764.52;4679.24
ENT002874;35944630845;CLI001;CD04;DST017;TRP02;VEI014;MOT042;ST7;OC08;2025-05-03;2025-05-08;;24;0;1030.9;6.64;463.6;66817.69;1048.38;787.56
ENT002875;35781906033;CLI028;CD05;DST027;TRP03;VEI086;MOT030;ST1;OC00;2025-05-03;2025-05-08;2025-05-08;217;217;6536.4;22.23;137.6;546811.84;1469.58;1070.11
ENT002876;35679033816;CLI013;CD04;DST023;TRP01;VEI005;MOT048;ST1;OC00;2025-05-03;2025-05-07;2025-05-07;1015;1015;15696.0;85.65;488.9;1168430.23;5917.63;4713.98
ENT002877;35539224978;CLI025;CD01;DST002;TRP08;VEI011;MOT053;ST1;OC00;2025-05-03;2025-05-06;2025-05-06;374;374;18723.1;89.11;97.9;315275.67;2439.92;1965.7
ENT002878;35333617545;CLI013;CD01;DST027;TRP04;VEI008;MOT049;ST1;OC00;2025-05-03;2025-05-12;2025-05-12;469;443;17987.8;68.07;2509.8;288048.36;11606.22;10249.62
ENT002879;35157644619;CLI006;CD02;DST011;TRP01;VEI078;MOT056;ST1;OC00;2025-05-03;2025-05-08;2025-05-07;117;117;2278.9;17.88;658.3;149003.78;1539.91;1385.16
ENT002880;35653560581;CLI001;CD03;DST014;TRP05;VEI060;MOT023;ST1;OC00;2025-05-04;2025-05-09;2025-05-08;157;157;2858.2;9.76;502.9;178969.54;1972.0;1591.63
ENT002881;35721508955;CLI019;CD01;DST012;TRP05;VEI081;MOT045;ST1;OC00;2025-05-04;2025-05-09;2025-05-07;914;914;31470.4;190.83;420.5;1438389.55;6310.31;4594.31
ENT002882;35628243781;CLI020;CD04;DST018;TRP02;VEI058;MOT060;ST1;OC00;2025-05-04;2025-05-10;2025-05-10;46;46;2493.6;13.57;689.2;102176.83;2222.26;1917.23
ENT002883;35981960825;CLI021;CD04;DST021;TRP05;VEI076;MOT020;ST1;OC00;2025-05-05;2025-05-10;2025-05-10;270;270;11660.9;52.39;305.6;240952.93;2169.29;1989.62
ENT002884;35809499281;CLI026;CD01;DST030;TRP03;VEI086;MOT002;ST1;OC00;2025-05-05;2025-05-14;2025-05-14;491;491;7275.3;58.54;2867.3;144830.52;10776.5;8580.63
ENT002885;35113934378;CLI030;CD04;DST019;TRP04;VEI020;MOT009;ST1;OC05;2025-05-05;2025-05-11;2025-05-13;84;84;2185.7;16.52;574.7;73266.81;1680.34;1419.85
ENT002886;35463037862;CLI019;CD02;DST020;TRP03;VEI037;MOT057;ST1;OC00;2025-05-05;2025-05-12;2025-05-12;142;142;8166.3;44.89;1380.5;841561.95;5564.15;4409.56
ENT002887;35836626369;CLI003;CD02;DST004;TRP01;VEI023;MOT025;ST1;OC11;2025-05-05;2025-05-09;2025-05-08;22;22;829.5;2.98;111.5;60276.46;421.05;347.58
ENT002888;35144750486;CLI025;CD01;DST033;TRP05;VEI084;MOT033;ST1;OC00;2025-05-05;2025-05-13;2025-05-13;551;551;28368.7;136.53;2109.6;835876.54;11361.0;10329.35
ENT002889;35956076438;CLI019;CD01;DST034;TRP02;VEI004;MOT045;ST6;OC10;2025-05-05;2025-05-14;;40;0;1695.5;13.31;2906.3;29989.31;8370.16;6665.61
ENT002890;35739428120;CLI010;CD01;DST001;TRP01;VEI057;MOT047;ST1;OC00;2025-05-05;2025-05-09;2025-05-09;334;334;18148.0;91.3;107.1;1023280.85;2927.15;2026.17
ENT002891;35210472680;CLI008;CD05;DST028;TRP05;VEI060;MOT059;ST1;OC00;2025-05-05;2025-05-11;2025-05-10;86;86;3071.0;16.81;797.4;274760.92;2139.18;1911.54
ENT002892;35279965972;CLI025;CD02;DST019;TRP02;VEI009;MOT041;ST1;OC00;2025-05-05;2025-05-11;2025-05-10;1364;1364;25822.8;93.91;992.8;788360.87;9750.64;7794.57
ENT002893;35762853886;CLI017;CD02;DST010;TRP02;VEI004;MOT003;ST1;OC00;2025-05-05;2025-05-10;2025-05-09;124;124;4556.1;20.23;625.3;135445.11;2162.07;1974.04
ENT002894;35988282415;CLI015;CD02;DST009;TRP03;VEI033;MOT049;ST1;OC00;2025-05-05;2025-05-11;2025-05-11;501;501;4711.5;18.18;764.9;90953.03;2857.74;2489.93
ENT002895;35907502847;CLI014;CD01;DST007;TRP02;VEI058;MOT045;ST1;OC06;2025-05-05;2025-05-10;2025-05-11;305;305;4084.3;23.44;412.5;295559.91;1818.81;1657.29
ENT002896;35248706839;CLI007;CD05;DST030;TRP01;VEI057;MOT041;ST1;OC00;2025-05-05;2025-05-09;2025-05-08;532;532;25117.8;115.15;331.1;1998346.68;4582.66;3371.32
ENT002897;35276052171;CLI024;CD05;DST035;TRP01;VEI010;MOT020;ST2;OC01;2025-05-05;2025-05-10;2025-05-10;548;548;17807.2;97.12;1182.0;951441.96;7109.13;6151.64
ENT002898;35626182054;CLI014;CD04;DST015;TRP08;VEI054;MOT013;ST1;OC00;2025-05-05;2025-05-08;2025-05-08;125;125;1115.5;4.28;18.0;74170.25;423.36;372.06
ENT002899;35705948213;CLI008;CD01;DST007;TRP03;VEI018;MOT051;ST1;OC00;2025-05-05;2025-05-10;2025-05-09;794;794;23175.5;80.29;412.5;953147.22;5172.94;3924.8
ENT002900;35705879361;CLI024;CD04;DST020;TRP02;VEI009;MOT051;ST1;OC00;2025-05-05;2025-05-11;2025-05-10;521;521;24333.8;130.58;969.6;896004.65;6813.77;5962.66
ENT002901;35249858752;CLI030;CD05;DST026;TRP08;VEI054;MOT038;ST1;OC06;2025-05-05;2025-05-08;2025-05-12;63;63;2661.0;9.34;21.5;125107.43;492.62;407.95
ENT002902;35512549049;CLI009;CD01;DST003;TRP04;VEI042;MOT052;ST1;OC00;2025-05-05;2025-05-11;2025-05-10;126;126;3727.5;15.17;309.5;150922.36;1285.01;1103.31
ENT002903;35727736113;CLI004;CD01;DST001;TRP02;VEI056;MOT053;ST1;OC00;2025-05-05;2025-05-10;2025-05-11;188;143;1883.0;9.42;107.1;40999.17;822.91;629.74
ENT002904;35348307896;CLI013;CD01;DST001;TRP02;VEI004;MOT044;ST1;OC00;2025-05-05;2025-05-10;2025-05-09;45;45;2413.4;12.02;107.1;110710.92;682.16;561.95
ENT002905;35382272436;CLI024;CD04;DST022;TRP01;VEI082;MOT006;ST1;OC00;2025-05-05;2025-05-09;2025-05-09;52;52;3051.2;13.96;119.4;215900.92;670.98;546.53
ENT002906;35454262766;CLI004;CD05;DST035;TRP05;VEI076;MOT008;ST1;OC00;2025-05-05;2025-05-11;2025-05-11;196;196;11071.9;77.99;1182.0;524094.54;4673.3;3918.84
ENT002907;35189133040;CLI015;CD06;DST036;TRP08;VEI043;MOT040;ST1;OC00;2025-05-05;2025-05-08;2025-05-08;2244;2244;20358.4;88.08;18.0;1144671.04;5322.14;4260.24
ENT002908;35106608897;CLI022;CD05;DST024;TRP01;VEI010;MOT058;ST1;OC00;2025-05-05;2025-05-10;2025-05-08;351;351;15191.8;53.06;846.9;590834.28;5896.42;4573.13
ENT002909;35417833030;CLI011;CD02;DST010;TRP02;VEI014;MOT060;ST1;OC00;2025-05-05;2025-05-10;2025-05-09;18;18;822.0;3.85;625.3;13396.73;1289.96;966.23
ENT002910;35227652757;CLI009;CD05;DST031;TRP05;VEI060;MOT032;ST1;OC00;2025-05-05;2025-05-10;2025-05-09;85;85;4010.1;13.75;143.4;49348.23;953.67;756.8
ENT002911;35122632220;CLI018;CD01;DST003;TRP04;VEI030;MOT057;ST1;OC00;2025-05-05;2025-05-11;2025-05-10;97;97;3400.3;15.07;309.5;141667.97;1248.48;1048.87
ENT002912;35757021745;CLI009;CD01;DST013;TRP02;VEI034;MOT005;ST1;OC06;2025-05-05;2025-05-11;2025-05-12;46;46;2760.7;8.63;932.2;257982.36;2286.7;2119.54
ENT002913;35586091162;CLI014;CD01;DST014;TRP02;VEI046;MOT033;ST1;OC00;2025-05-06;2025-05-12;2025-05-11;681;681;10457.9;73.52;873.0;782305.44;4652.17;4118.88
ENT002914;35758148764;CLI002;CD01;DST002;TRP02;VEI072;MOT035;ST1;OC00;2025-05-06;2025-05-11;2025-05-11;468;384;11114.0;83.56;97.9;554842.64;2203.99;1600.99
ENT002915;35604598816;CLI024;CD05;DST035;TRP03;VEI090;MOT054;ST1;OC00;2025-05-06;2025-05-12;2025-05-11;59;59;951.7;3.24;1182.0;43035.75;2267.41;1986.49
ENT002916;35746490453;CLI014;CD04;DST016;TRP02;VEI001;MOT038;ST1;OC00;2025-05-06;2025-05-11;2025-05-10;143;143;8299.6;43.34;406.3;489016.55;2226.65;1853.16
ENT002917;35701124247;CLI012;CD01;DST001;TRP08;VEI047;MOT046;ST1;OC00;2025-05-06;2025-05-09;2025-05-09;27;27;1115.7;4.68;107.1;18510.63;424.2;350.37
ENT002918;35954580714;CLI012;CD01;DST012;TRP01;VEI078;MOT030;ST1;OC00;2025-05-06;2025-05-10;2025-05-09;80;80;1383.1;6.51;420.5;153519.04;994.5;922.6
ENT002919;35176760769;CLI016;CD05;DST024;TRP04;VEI013;MOT021;ST1;OC00;2025-05-06;2025-05-13;2025-05-13;373;373;19025.2;146.55;846.9;1397338.19;6372.91;5034.32
ENT002920;35212198662;CLI014;CD01;DST026;TRP05;VEI060;MOT058;ST1;OC00;2025-05-06;2025-05-15;2025-05-15;87;87;3299.6;10.7;2624.5;265483.02;6057.64;5753.45
ENT002921;35478709419;CLI012;CD01;DST028;TRP02;VEI046;MOT015;ST1;OC02;2025-05-06;2025-05-15;2025-05-14;435;435;8157.2;53.21;2925.8;631064.33;11987.95;9984.84
ENT002922;35121109528;CLI030;CD02;DST014;TRP04;VEI029;MOT013;ST1;OC00;2025-05-06;2025-05-13;2025-05-11;220;220;8496.1;60.54;968.9;582785.34;4128.29;3231.55
ENT002923;35820349167;CLI016;CD03;DST012;TRP05;VEI076;MOT057;ST1;OC00;2025-05-06;2025-05-11;2025-05-09;208;208;12377.8;83.88;277.1;264920.76;2126.42;1887.54
ENT002924;35280729611;CLI001;CD03;DST014;TRP03;VEI022;MOT025;ST1;OC00;2025-05-06;2025-05-11;2025-05-10;1054;1054;11316.9;81.32;502.9;497181.51;5395.4;4018.95
ENT002925;35196538678;CLI014;CD02;DST021;TRP05;VEI066;MOT051;ST1;OC00;2025-05-06;2025-05-11;2025-05-12;596;596;32265.4;190.36;640.5;1881271.62;5758.95;5040.57
ENT002926;35622102207;CLI011;CD02;DST001;TRP08;VEI045;MOT025;ST1;OC00;2025-05-06;2025-05-09;2025-05-07;46;46;1229.1;3.85;42.1;58968.84;421.7;289.19
ENT002927;35694465447;CLI016;CD02;DST012;TRP03;VEI022;MOT022;ST1;OC00;2025-05-06;2025-05-11;2025-05-11;576;576;22343.9;140.5;515.8;453558.56;4148.22;3744.56
ENT002928;35649816315;CLI008;CD01;DST004;TRP05;VEI067;MOT009;ST1;OC00;2025-05-06;2025-05-11;2025-05-11;1311;1311;22035.0;72.32;157.3;486978.33;4459.91;3501.64
ENT002929;35710840071;CLI004;CD02;DST007;TRP04;VEI017;MOT037;ST1;OC00;2025-05-06;2025-05-12;2025-05-11;910;910;21725.3;83.44;488.9;554910.9;5829.95;4753.32
ENT002930;35500384336;CLI019;CD03;DST002;TRP03;VEI083;MOT021;ST1;OC00;2025-05-06;2025-05-11;2025-05-10;462;462;10837.4;73.33;581.9;246621.75;3820.18;2875.83
ENT002931;35127167369;CLI005;CD02;DST007;TRP04;VEI029;MOT003;ST1;OC00;2025-05-06;2025-05-12;2025-05-12;433;433;10546.6;75.17;488.9;603556.88;3290.08;2353.09
ENT002932;35785248260;CLI013;CD02;DST021;TRP02;VEI053;MOT036;ST1;OC00;2025-05-06;2025-05-11;2025-05-11;87;87;2121.8;8.61;640.5;147864.2;1634.13;1313.34
ENT002933;35664417769;CLI013;CD01;DST031;TRP03;VEI037;MOT058;ST1;OC00;2025-05-06;2025-05-15;2025-05-13;361;361;9001.1;46.0;2735.9;238767.17;9730.9;8481.57
ENT002934;35968858007;CLI017;CD02;DST001;TRP08;VEI015;MOT018;ST1;OC00;2025-05-06;2025-05-09;2025-05-09;392;392;13254.7;67.26;42.1;993954.79;1972.28;1522.83
ENT002935;35701663418;CLI003;CD06;DST038;TRP02;VEI001;MOT053;ST1;OC00;2025-05-06;2025-05-11;2025-05-10;56;56;2736.6;21.8;227.6;190677.28;1191.54;1005.82
ENT002936;35823833447;CLI009;CD02;DST011;TRP05;VEI081;MOT020;ST2;OC01;2025-05-06;2025-05-12;2025-05-15;572;438;16114.7;57.88;658.3;842743.85;5150.92;4604.59
ENT002937;35677677122;CLI024;CD05;DST024;TRP02;VEI056;MOT008;ST1;OC00;2025-05-06;2025-05-12;2025-05-12;50;50;1797.7;8.24;846.9;70292.71;2140.92;1727.22
ENT002938;35912324497;CLI025;CD01;DST008;TRP02;VEI069;MOT047;ST1;OC00;2025-05-06;2025-05-11;2025-05-11;1057;1057;17733.9;101.97;421.6;305835.23;4573.42;4214.06
ENT002939;35989278120;CLI016;CD02;DST014;TRP01;VEI012;MOT034;ST1;OC00;2025-05-06;2025-05-11;2025-05-10;261;261;3782.6;13.84;968.9;228513.74;2788.03;2619.84
ENT002940;35161678279;CLI030;CD04;DST022;TRP08;VEI068;MOT038;ST1;OC00;2025-05-06;2025-05-09;2025-05-07;442;442;11241.3;48.33;119.4;918018.1;2387.52;1887.9
ENT002941;35188508910;CLI030;CD05;DST031;TRP01;VEI023;MOT027;ST1;OC02;2025-05-06;2025-05-10;2025-05-08;38;38;656.8;2.18;143.4;12222.88;443.06;381.68
ENT002942;35394077196;CLI026;CD04;DST015;TRP08;VEI043;MOT026;ST1;OC09;2025-05-06;2025-05-09;2025-05-10;783;783;9895.7;46.76;18.0;765525.34;2822.14;1871.79
ENT002943;35918779737;CLI020;CD02;DST023;TRP01;VEI010;MOT055;ST1;OC00;2025-05-06;2025-05-11;2025-05-11;1663;1663;13647.5;70.62;910.8;317010.74;7574.47;6128.93
ENT002944;35181861978;CLI018;CD03;DST010;TRP02;VEI056;MOT014;ST1;OC00;2025-05-06;2025-05-11;2025-05-09;175;175;1535.3;6.72;18.0;36480.08;478.97;447.85
ENT002945;35643557840;CLI025;CD02;DST012;TRP03;VEI086;MOT057;ST1;OC11;2025-05-06;2025-05-11;2025-05-10;698;698;8089.1;25.33;515.8;313347.54;3894.55;3284.87
ENT002946;35269296141;CLI016;CD01;DST007;TRP01;VEI010;MOT028;ST1;OC00;2025-05-06;2025-05-10;2025-05-09;779;779;14148.9;53.64;412.5;1409560.53;4256.11;3155.28
ENT002947;35973966486;CLI004;CD05;DST032;TRP01;VEI012;MOT040;ST1;OC00;2025-05-07;2025-05-11;2025-05-11;45;45;2691.8;8.64;243.2;284057.6;954.77;783.79
ENT002948;35673399341;CLI002;CD02;DST040;TRP05;VEI066;MOT027;ST1;OC11;2025-05-07;2025-05-14;2025-05-18;708;708;25626.5;140.15;1657.0;504180.59;14596.48;10511.24
ENT002949;35396953559;CLI012;CD02;DST006;TRP08;VEI063;MOT009;ST1;OC00;2025-05-07;2025-05-10;2025-05-10;2175;2175;22461.3;89.45;78.1;1862982.2;6024.98;4985.48
ENT002950;35592356513;CLI003;CD01;DST014;TRP02;VEI009;MOT045;ST1;OC00;2025-05-07;2025-05-13;2025-05-13;819;819;20669.9;86.24;873.0;1345717.56;7533.75;5884.22
ENT002951;35916869799;CLI009;CD04;DST015;TRP08;VEI088;MOT009;ST1;OC00;2025-05-07;2025-05-10;2025-05-09;104;104;2566.7;13.36;18.0;79393.42;502.24;417.17
ENT002952;35381866461;CLI015;CD04;DST017;TRP03;VEI090;MOT026;ST1;OC00;2025-05-07;2025-05-12;2025-05-11;34;34;2039.0;6.37;463.6;110022.34;1244.77;952.6
ENT002953;35889829295;CLI002;CD03;DST002;TRP01;VEI005;MOT025;ST1;OC00;2025-05-07;2025-05-11;2025-05-09;428;428;17589.5;95.55;581.9;691252.24;5240.06;3817.96
ENT002954;35213326732;CLI025;CD04;DST018;TRP03;VEI090;MOT019;ST1;OC00;2025-05-07;2025-05-13;2025-05-13;62;62;1968.4;11.2;689.2;151328.7;1588.79;1314.27
ENT002955;35254511788;CLI024;CD02;DST043;TRP02;VEI004;MOT026;ST1;OC00;2025-05-07;2025-05-19;2025-05-18;338;338;3806.1;19.47;3401.7;210397.46;9764.29;8063.72
ENT002956;35590712736;CLI004;CD02;DST017;TRP03;VEI090;MOT054;ST7;OC04;2025-05-07;2025-05-13;;59;0;1720.7;6.07;660.6;46867.75;1711.69;1467.87
ENT002957;35648347491;CLI013;CD05;DST031;TRP04;VEI008;MOT040;ST1;OC00;2025-05-07;2025-05-13;2025-05-13;615;615;22254.4;132.0;143.4;1216560.29;3256.08;2508.19
ENT002958;35938978117;CLI005;CD01;DST003;TRP04;VEI028;MOT029;ST1;OC05;2025-05-07;2025-05-13;2025-05-15;8;8;343.5;1.08;309.5;15935.93;766.95;574.12
ENT002959;35301708969;CLI016;CD05;DST034;TRP01;VEI073;MOT006;ST1;OC00;2025-05-07;2025-05-13;2025-05-13;64;64;1276.5;8.09;1537.1;101227.38;2478.77;2115.42
ENT002960;35156046346;CLI017;CD06;DST045;TRP01;VEI082;MOT016;ST1;OC00;2025-05-07;2025-05-14;2025-05-14;261;261;5329.6;32.34;934.4;230142.04;2866.26;2657.73
ENT002961;35754206006;CLI001;CD01;DST013;TRP02;VEI001;MOT027;ST6;OC10;2025-05-07;2025-05-13;;239;0;7498.4;32.37;932.2;632061.65;4679.51;3697.52
ENT002962;35762562441;CLI017;CD02;DST003;TRP02;VEI009;MOT013;ST1;OC00;2025-05-07;2025-05-12;2025-05-12;453;453;26470.4;131.22;333.5;2877219.39;5938.97;3882.63
ENT002963;35798688550;CLI021;CD05;DST025;TRP01;VEI057;MOT051;ST1;OC00;2025-05-07;2025-05-12;2025-05-11;480;480;28811.8;91.77;809.8;613393.01;6759.6;5633.19
ENT002964;35909731911;CLI019;CD05;DST030;TRP02;VEI074;MOT029;ST1;OC00;2025-05-07;2025-05-12;2025-05-11;1021;1021;20863.8;66.35;331.1;966723.86;5386.69;4068.59
ENT002965;35610820506;CLI023;CD02;DST007;TRP05;VEI025;MOT056;ST1;OC00;2025-05-07;2025-05-12;2025-05-12;364;364;16885.7;80.77;488.9;897992.04;4512.18;3236.91
ENT002966;35976743318;CLI029;CD01;DST007;TRP03;VEI018;MOT014;ST1;OC00;2025-05-07;2025-05-12;2025-05-12;626;626;16173.6;66.98;412.5;1196010.8;5227.51;3565.92
ENT002967;35834488744;CLI025;CD05;DST030;TRP02;VEI074;MOT010;ST1;OC00;2025-05-07;2025-05-12;2025-05-12;356;356;17647.9;126.01;331.1;1482894.36;3933.8;3054.25
ENT002968;35426259518;CLI021;CD03;DST011;TRP05;VEI036;MOT023;ST1;OC00;2025-05-07;2025-05-12;2025-05-11;79;79;1878.0;6.32;585.0;69136.67;1449.18;1172.96
ENT002969;35788941659;CLI024;CD01;DST026;TRP02;VEI053;MOT033;ST1;OC00;2025-05-07;2025-05-16;2025-05-16;77;77;2625.7;8.42;2624.5;81075.42;5234.74;4576.09
ENT002970;35782959074;CLI018;CD01;DST005;TRP01;VEI005;MOT006;ST1;OC00;2025-05-07;2025-05-11;2025-05-10;1083;1083;14143.9;47.43;497.8;519422.84;5202.84;4497.53
ENT002971;35475181011;CLI015;CD01;DST004;TRP04;VEI019;MOT019;ST1;OC11;2025-05-07;2025-05-13;2025-05-15;65;65;2444.1;9.13;157.3;248074.0;883.82;620.82
ENT002972;35337168734;CLI008;CD03;DST013;TRP01;VEI057;MOT013;ST1;OC00;2025-05-07;2025-05-11;2025-05-11;302;302;18094.9;118.59;456.7;291294.33;3418.23;3225.4
ENT002973;35547854565;CLI003;CD04;DST016;TRP01;VEI057;MOT041;ST1;OC11;2025-05-07;2025-05-11;2025-05-11;545;545;21596.0;83.48;406.3;834187.52;4819.55;4458.28
ENT002974;35732000043;CLI009;CD01;DST007;TRP05;VEI076;MOT048;ST1;OC00;2025-05-07;2025-05-12;2025-05-12;697;697;6003.6;46.9;412.5;108486.7;3047.06;2456.14
ENT002975;35747226784;CLI024;CD06;DST036;TRP08;VEI068;MOT024;ST1;OC02;2025-05-07;2025-05-10;2025-05-10;485;485;19487.4;81.81;18.0;408687.3;2635.72;2072.4
ENT002976;35561946367;CLI009;CD01;DST012;TRP04;VEI040;MOT023;ST1;OC00;2025-05-07;2025-05-13;2025-05-13;556;556;24447.4;83.22;420.5;1956729.01;5217.51;3882.82
